12.2,1.128
16.4,1.854
23.9,3.366
25.5,3.93
29.4,4.782
33.43,6.24
36.67,7.68
43.56,9.96
47,10.71
48,11.52
51.55,11.16
55.6,11.82
56.25,11.04
59.18,11.04
59.88,10.98
66.32,7.26
68.97,5.418
69.88,5.418
73.55,2.664
78.8,0.5508
